"","year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute"
"9764",2013,1,12,508,8,646,-2,"US","N194UW",1117,"EWR","CLT",81,529,5,8
"9765",2013,1,12,521,6,755,-19,"UA","N802UA",785,"EWR","IAH",190,1400,5,21
"9766",2013,1,12,532,2,808,-21,"UA","N428UA",219,"LGA","IAH",201,1416,5,32
"9767",2013,1,12,535,-5,821,-29,"AA","N5EGAA",1141,"JFK","MIA",143,1089,5,35
"9768",2013,1,12,547,7,1005,-12,"B6","N510JB",725,"JFK","BQN",177,1576,5,47
"9769",2013,1,12,552,-8,653,-5,"US","N951UW",1833,"JFK","PHL",35,94,5,52
"9770",2013,1,12,553,-7,832,-27,"B6","N659JB",507,"EWR","FLL",140,1065,5,53
"9771",2013,1,12,554,-6,818,-19,"DL","N687DL",461,"LGA","ATL",106,762,5,54
"9772",2013,1,12,554,-6,915,-12,"UA","N554UA",303,"JFK","SFO",356,2586,5,54
"9773",2013,1,12,555,-5,720,-25,"AA","N3DEAA",301,"LGA","ORD",124,733,5,55
"9774",2013,1,12,556,-4,658,-26,"EV","N14977",6012,"LGA","IAD",43,229,5,56
"9775",2013,1,12,556,-4,847,-23,"AA","N3BRAA",707,"LGA","DFW",203,1389,5,56
"9776",2013,1,12,556,-4,836,-30,"B6","N526JB",125,"JFK","FLL",140,1069,5,56
"9777",2013,1,12,556,-4,708,-1,"B6","N266JB",380,"EWR","BOS",43,200,5,56
"9778",2013,1,12,556,-4,836,-28,"B6","N703JB",371,"LGA","FLL",143,1076,5,56
"9779",2013,1,12,556,-4,752,-7,"DL","N330NW",731,"LGA","DTW",83,502,5,56
"9780",2013,1,12,557,-3,833,-25,"UA","N33292",1627,"EWR","PBI",136,1023,5,57
"9781",2013,1,12,559,-9,705,-19,"EV","N13538",4201,"EWR","IAD",40,212,5,59
"9782",2013,1,12,559,-1,853,-19,"B6","N585JB",135,"JFK","RSW",152,1074,5,59
"9783",2013,1,12,600,0,731,-29,"WN","N283WN",855,"LGA","STL",136,888,6,0
"9784",2013,1,12,600,0,842,-25,"UA","N33286",1671,"EWR","FLL",144,1065,6,0
"9785",2013,1,12,601,-9,847,-23,"AA","N5DXAA",1895,"EWR","MIA",142,1085,6,1
"9786",2013,1,12,602,-6,728,-26,"UA","N810UA",541,"EWR","CLE",65,404,6,2
"9787",2013,1,12,604,-6,852,-23,"AA","N3JEAA",1837,"LGA","MIA",146,1096,6,4
"9788",2013,1,12,604,-1,715,-30,"WN","N916WN",1681,"EWR","MDW",115,711,6,4
"9789",2013,1,12,605,-5,811,-6,"DL","N319US",1919,"LGA","MSP",157,1020,6,5
"9790",2013,1,12,605,4,906,-15,"UA","N19141",1296,"JFK","LAX",339,2475,6,5
"9791",2013,1,12,606,-4,837,-25,"B6","N519JB",145,"JFK","PBI",134,1028,6,6
"9792",2013,1,12,607,-3,1029,-22,"B6","N805JB",709,"JFK","SJU",183,1598,6,7
"9793",2013,1,12,608,-7,802,-26,"US","N725UW",947,"LGA","CLT",85,544,6,8
"9794",2013,1,12,610,10,749,-10,"EV","N738EV",4911,"EWR","DTW",78,488,6,10
"9795",2013,1,12,612,12,828,13,"FL","N992AT",345,"LGA","ATL",108,762,6,12
"9796",2013,1,12,612,-3,816,-26,"DL","N346NB",575,"EWR","ATL",104,746,6,12
"9797",2013,1,12,613,-2,839,-16,"9E","N161PQ",3856,"JFK","ATL",113,760,6,13
"9798",2013,1,12,620,-5,721,-4,"WN","N285WN",1774,"EWR","BWI",37,169,6,20
"9799",2013,1,12,623,-2,855,-21,"B6","N554JB",79,"JFK","MCO",125,944,6,23
"9800",2013,1,12,623,-7,756,-14,"B6","N296JB",905,"JFK","ORD",120,740,6,23
"9801",2013,1,12,624,-5,830,-16,"EV","N14991",4707,"EWR","IND",100,645,6,24
"9802",2013,1,12,624,-6,816,-15,"US","N177US",1507,"EWR","CLT",83,529,6,24
"9803",2013,1,12,624,-9,948,-16,"UA","N807UA",241,"EWR","SFO",367,2565,6,24
"9804",2013,1,12,625,-5,857,-30,"B6","N643JB",71,"JFK","TPA",134,1005,6,25
"9805",2013,1,12,625,10,828,8,"US","N751UW",1057,"JFK","CLT",88,541,6,25
"9806",2013,1,12,626,-9,929,-11,"AA","N3AHAA",711,"LGA","DFW",227,1389,6,26
"9807",2013,1,12,626,-5,741,0,"B6","N804JB",1002,"JFK","BOS",43,187,6,26
"9808",2013,1,12,626,-3,910,-22,"UA","N587UA",403,"EWR","MIA",143,1085,6,26
"9809",2013,1,12,627,-3,1114,-26,"AA","N3BAAA",413,"JFK","SJU",184,1598,6,27
"9810",2013,1,12,628,-7,905,-29,"B6","N559JB",983,"LGA","TPA",137,1010,6,28
"9811",2013,1,12,628,-7,957,-22,"UA","N490UA",470,"EWR","PHX",311,2133,6,28
"9812",2013,1,12,633,3,837,-6,"US","N564UW",1433,"LGA","CLT",92,544,6,33
"9813",2013,1,12,636,6,808,-2,"AA","N3DBAA",303,"LGA","ORD",120,733,6,36
"9814",2013,1,12,638,-6,748,-11,"EV","N11536",4248,"EWR","DCA",40,199,6,38
"9815",2013,1,12,638,-7,841,-5,"US","N187US",926,"EWR","CLT",84,529,6,38
"9816",2013,1,12,641,-4,907,-13,"UA","N452UA",339,"LGA","DEN",246,1620,6,41
"9817",2013,1,12,644,-1,803,-5,"B6","N521JB",102,"JFK","BUF",54,301,6,44
"9818",2013,1,12,648,-3,914,-1,"UA","N78438",1255,"EWR","DEN",245,1605,6,48
"9819",2013,1,12,649,-5,901,-13,"EV","N13956",4122,"EWR","SDF",103,642,6,49
"9820",2013,1,12,652,-3,859,-28,"B6","N592JB",117,"JFK","MSY",162,1182,6,52
"9821",2013,1,12,652,-3,1029,-1,"DL","N3751B",1415,"JFK","SLC",295,1990,6,52
"9822",2013,1,12,653,-7,1014,-31,"DL","N727TW",1865,"JFK","SFO",350,2586,6,53
"9823",2013,1,12,653,-7,948,-31,"DL","N982DL",2003,"LGA","MIA",147,1096,6,53
"9824",2013,1,12,654,-6,927,-25,"DL","N340NB",2285,"LGA","MCO",124,950,6,54
"9825",2013,1,12,654,-6,811,-28,"UA","N837UA",550,"LGA","ORD",118,733,6,54
"9826",2013,1,12,655,-5,827,-23,"AA","N4XRAA",305,"LGA","ORD",122,733,6,55
"9827",2013,1,12,655,-5,955,-20,"AA","N3BFAA",2279,"LGA","MIA",148,1096,6,55
"9828",2013,1,12,655,0,807,-18,"WN","N8308K",1083,"LGA","MDW",117,725,6,55
"9829",2013,1,12,656,-3,952,-7,"AA","N5ETAA",1815,"JFK","MCO",136,944,6,56
"9830",2013,1,12,658,-7,923,-39,"B6","N629JB",389,"LGA","MCO",124,950,6,58
"9831",2013,1,12,700,-5,903,-30,"EV","N17196",4583,"EWR","MSY",167,1167,7,0
"9832",2013,1,12,700,-5,1018,-17,"VX","N630VA",399,"JFK","LAX",343,2475,7,0
"9833",2013,1,12,706,-4,1003,-32,"WN","N935WN",3658,"EWR","HOU",206,1411,7,6
"9834",2013,1,12,707,-3,848,-2,"MQ","N1EAMQ",3737,"EWR","ORD",113,719,7,7
"9835",2013,1,12,709,-1,1013,-18,"UA","N37252",1665,"EWR","LAX",343,2454,7,9
"9836",2013,1,12,710,0,1146,-17,"B6","N635JB",715,"JFK","SJU",181,1598,7,10
"9837",2013,1,12,710,-1,952,-5,"UA","N566UA",397,"EWR","LAS",316,2227,7,10
"9838",2013,1,12,711,-4,1017,-28,"AA","N5CAAA",443,"JFK","MIA",151,1089,7,11
"9839",2013,1,12,711,-4,1002,-33,"AA","N3GCAA",825,"JFK","FLL",142,1069,7,11
"9840",2013,1,12,715,-5,905,-20,"DL","N904DE",831,"LGA","DTW",84,502,7,15
"9841",2013,1,12,716,-4,840,-5,"FL","N717JL",850,"LGA","MKE",116,738,7,16
"9842",2013,1,12,717,-6,1144,-38,"UA","N24706",1479,"EWR","STT",188,1634,7,17
"9843",2013,1,12,718,33,1028,30,"UA","N13248",1299,"EWR","RSW",145,1068,7,18
"9844",2013,1,12,721,21,1008,-6,"DL","N317US",1879,"LGA","FLL",146,1076,7,21
"9845",2013,1,12,724,-5,956,-33,"UA","N437UA",754,"EWR","TPA",134,997,7,24
"9846",2013,1,12,725,-5,959,-46,"UA","N27722",1641,"LGA","IAH",199,1416,7,25
"9847",2013,1,12,726,-4,1021,-19,"AA","N499AA",715,"LGA","DFW",207,1389,7,26
"9848",2013,1,12,726,-4,1050,-10,"UA","N508UA",799,"JFK","SFO",351,2586,7,26
"9849",2013,1,12,727,-3,1056,-19,"VX","N851VA",11,"JFK","SFO",354,2586,7,27
"9850",2013,1,12,728,23,1034,13,"B6","N615JB",981,"JFK","FLL",153,1069,7,28
"9851",2013,1,12,728,-2,933,-31,"DL","N326NB",807,"EWR","ATL",106,746,7,28
"9852",2013,1,12,733,-7,1036,-29,"DL","N67171",1889,"JFK","SEA",334,2422,7,33
"9853",2013,1,12,734,-6,901,-30,"EV","N27190",4459,"EWR","STL",131,872,7,34
"9854",2013,1,12,738,7,1032,-13,"B6","N766JB",1601,"LGA","RSW",153,1080,7,38
"9855",2013,1,12,740,-5,1057,-28,"AA","N338AA",59,"JFK","SFO",348,2586,7,40
"9856",2013,1,12,740,-7,1111,-15,"B6","N793JB",643,"JFK","SFO",360,2586,7,40
"9857",2013,1,12,743,-2,1218,-16,"UA","N76054",1274,"EWR","SJU",184,1608,7,43
"9858",2013,1,12,747,-8,1036,-34,"AA","N3DMAA",2267,"LGA","MIA",152,1096,7,47
"9859",2013,1,12,748,-11,934,-37,"US","N543UW",1733,"LGA","CLT",82,544,7,48
"9860",2013,1,12,748,8,1033,-12,"UA","N77518",1162,"EWR","IAH",195,1400,7,48
"9861",2013,1,12,749,-8,910,-6,"EV","N12567",3812,"EWR","BUF",49,282,7,49
"9862",2013,1,12,749,24,1038,8,"AS","N533AS",11,"EWR","SEA",321,2402,7,49
"9863",2013,1,12,753,-7,1020,12,"EV","N41104",4498,"EWR","MSP",166,1008,7,53
"9864",2013,1,12,753,-6,923,14,"EV","N15983",4696,"EWR","MHT",58,209,7,53
"9865",2013,1,12,754,-6,1035,-19,"B6","N708JB",517,"EWR","MCO",123,937,7,54
"9866",2013,1,12,754,-6,1051,-33,"DL","N325US",2143,"JFK","MIA",144,1089,7,54
"9867",2013,1,12,756,6,935,-5,"9E","N819AY",3611,"JFK","PIT",69,340,7,56
"9868",2013,1,12,756,-4,1022,-17,"DL","N667DN",2047,"LGA","ATL",104,762,7,56
"9869",2013,1,12,757,0,903,-7,"B6","N590JB",44,"JFK","SYR",44,209,7,57
"9870",2013,1,12,757,-3,1016,-19,"UA","N454UA",369,"LGA","DEN",241,1620,7,57
"9871",2013,1,12,758,-7,1044,-29,"B6","N594JB",17,"JFK","FLL",148,1069,7,58
"9872",2013,1,12,759,-6,1029,2,"9E","N920XJ",3538,"JFK","MSP",167,1029,7,59
"9873",2013,1,12,800,0,1147,2,"WN","N922WN",851,"EWR","PHX",316,2133,8,0
"9874",2013,1,12,802,-9,948,-27,"EV","N26549",4604,"EWR","MYR",78,550,8,2
"9875",2013,1,12,802,-15,1033,-54,"DL","N360NW",1109,"LGA","TPA",135,1010,8,2
"9876",2013,1,12,803,-12,937,-20,"9E","N914XJ",3521,"JFK","ORD",123,740,8,3
"9877",2013,1,12,803,-7,918,-6,"B6","N178JB",1172,"EWR","BOS",45,200,8,3
"9878",2013,1,12,804,-6,1020,-24,"FL","N929AT",346,"LGA","ATL",106,762,8,4
"9879",2013,1,12,804,29,1043,-4,"B6","N536JB",341,"JFK","SRQ",144,1041,8,4
"9880",2013,1,12,805,-5,1008,-18,"DL","N914DL",2119,"LGA","MSP",158,1020,8,5
"9881",2013,1,12,806,-4,1042,-34,"DL","N935DL",1959,"JFK","MCO",123,944,8,6
"9882",2013,1,12,808,-1,929,-1,"EV","N11547",4425,"EWR","ROC",49,246,8,8
"9883",2013,1,12,808,-2,1245,-30,"AA","N5BSAA",655,"JFK","STT",187,1623,8,8
"9884",2013,1,12,808,1,1001,-9,"B6","N239JB",219,"JFK","CLT",88,541,8,8
"9885",2013,1,12,808,-2,1027,-14,"DL","N302NB",269,"JFK","ATL",104,760,8,8
"9886",2013,1,12,808,-7,954,-21,"US","N680AW",675,"EWR","CLT",80,529,8,8
"9887",2013,1,12,809,-6,1052,-39,"DL","N304DQ",1167,"JFK","TPA",137,1005,8,9
"9888",2013,1,12,810,0,923,-2,"AA","N3CJAA",1838,"JFK","BOS",44,187,8,10
"9889",2013,1,12,810,-5,1056,-22,"DL","N3738B",1429,"JFK","LAS",315,2248,8,10
"9890",2013,1,12,812,-5,1033,-25,"DL","N344NW",914,"LGA","DEN",238,1620,8,12
"9891",2013,1,12,813,-7,1006,9,"9E","N906XJ",3317,"JFK","BUF",60,301,8,13
"9892",2013,1,12,815,-4,1246,-21,"B6","N645JB",717,"JFK","SJU",179,1598,8,15
"9893",2013,1,12,818,9,929,5,"EV","N12996",4233,"EWR","BTV",46,266,8,18
"9894",2013,1,12,820,-5,932,-43,"WN","N281WN",671,"LGA","BNA",113,764,8,20
"9895",2013,1,12,821,-1,1119,-10,"UA","N544UA",894,"EWR","FLL",153,1065,8,21
"9896",2013,1,12,824,-1,1018,-8,"US","N676AW",487,"JFK","CLT",91,541,8,24
"9897",2013,1,12,825,-10,923,-15,"EV","N26141",4189,"EWR","BDL",24,116,8,25
"9898",2013,1,12,825,10,959,-11,"MQ","N722MQ",4490,"LGA","CMH",78,479,8,25
"9899",2013,1,12,825,0,1115,-8,"UA","N475UA",336,"EWR","BZN",267,1882,8,25
"9900",2013,1,12,826,-9,1300,-40,"DL","N636DL",301,"JFK","SJU",179,1598,8,26
"9901",2013,1,12,827,58,927,37,"B6","N283JB",1305,"JFK","IAD",43,228,8,27
"9902",2013,1,12,827,-3,1112,1,"UA","N829UA",441,"EWR","HDN",259,1728,8,27
"9903",2013,1,12,828,29,929,13,"EV","N15980",4392,"EWR","SYR",36,195,8,28
"9904",2013,1,12,828,-2,1112,6,"F9","N214FR",835,"LGA","DEN",245,1620,8,28
"9905",2013,1,12,828,-2,953,-22,"AA","N486AA",313,"LGA","ORD",123,733,8,28
"9906",2013,1,12,829,-11,933,-28,"9E","N916XJ",3422,"JFK","BOS",41,187,8,29
"9907",2013,1,12,829,-6,1121,-29,"AA","N3JJAA",717,"LGA","DFW",209,1389,8,29
"9908",2013,1,12,830,-8,1024,-20,"EV","N10156",4297,"EWR","DTW",84,488,8,30
"9909",2013,1,12,830,10,947,10,"9E","N8475B",4051,"JFK","BWI",40,184,8,30
"9910",2013,1,12,830,-4,1152,-20,"UA","N12216",1480,"EWR","SFO",351,2565,8,30
"9911",2013,1,12,831,4,1116,-24,"DL","N362NW",2395,"LGA","PBI",141,1035,8,31
"9912",2013,1,12,831,-4,1042,-23,"MQ","N542MQ",4610,"LGA","ATL",106,762,8,31
"9913",2013,1,12,831,1,1109,-26,"UA","N429UA",481,"EWR","MCO",126,937,8,31
"9914",2013,1,12,834,-1,1012,-13,"EV","N17984",4548,"EWR","RDU",71,416,8,34
"9915",2013,1,12,837,9,1049,-16,"B6","N570JB",611,"JFK","JAX",111,828,8,37
"9916",2013,1,12,837,-3,1146,-18,"B6","N503JB",553,"EWR","RSW",153,1068,8,37
"9917",2013,1,12,837,7,1120,-18,"UA","N33284",1645,"EWR","PBI",135,1023,8,37
"9918",2013,1,12,837,-3,1149,-3,"UA","N77431",1506,"EWR","SAN",343,2425,8,37
"9919",2013,1,12,838,-12,1007,-28,"MQ","N730MQ",4558,"LGA","CLE",69,419,8,38
"9920",2013,1,12,838,8,1147,-7,"UA","N41140",112,"JFK","LAX",344,2475,8,38
"9921",2013,1,12,839,14,936,-9,"MQ","N840MQ",4418,"JFK","DCA",40,213,8,39
"9922",2013,1,12,840,-5,1030,-27,"US","N768US",1429,"LGA","CLT",88,544,8,40
"9923",2013,1,12,841,-4,1334,-16,"AA","N5EVAA",1357,"JFK","SJU",188,1598,8,41
"9924",2013,1,12,842,2,1112,0,"EV","N14542",4388,"EWR","JAX",117,820,8,42
"9925",2013,1,12,845,0,957,-16,"9E","N908XJ",3405,"JFK","DCA",48,213,8,45
"9926",2013,1,12,846,-9,1031,-29,"EV","N135EV",4913,"EWR","DTW",82,488,8,46
"9927",2013,1,12,849,-6,1048,-14,"9E","N918XJ",3353,"JFK","DTW",87,509,8,49
"9928",2013,1,12,849,-11,956,-27,"US","N950UW",2167,"LGA","DCA",49,214,8,49
"9929",2013,1,12,849,-1,1008,-17,"WN","N216WR",761,"EWR","MDW",112,711,8,49
"9930",2013,1,12,852,-8,1050,-25,"DL","N322NB",181,"LGA","DTW",90,502,8,52
"9931",2013,1,12,852,1,1148,-2,"UA","N77430",1623,"EWR","LAS",316,2227,8,52
"9932",2013,1,12,853,-7,1111,-26,"EV","N13553",3261,"EWR","ATL",110,746,8,53
"9933",2013,1,12,853,-5,1113,-1,"EV","N24103",4364,"EWR","MCI",164,1092,8,53
"9934",2013,1,12,854,14,1000,2,"EV","N11109",4389,"EWR","BOS",43,200,8,54
"9935",2013,1,12,854,-6,1219,-1,"AA","N319AA",1,"JFK","LAX",344,2475,8,54
"9936",2013,1,12,855,-5,1104,-42,"DL","N640DL",1747,"LGA","ATL",105,762,8,55
"9937",2013,1,12,855,-5,1109,-26,"DL","N305DQ",485,"EWR","ATL",105,746,8,55
"9938",2013,1,12,855,-3,1138,-33,"UA","N478UA",214,"EWR","IAH",193,1400,8,55
"9939",2013,1,12,856,-4,1146,-34,"AA","N5EJAA",647,"JFK","MIA",144,1089,8,56
"9940",2013,1,12,856,-4,1128,-2,"UA","N57111",1643,"EWR","DEN",237,1605,8,56
"9941",2013,1,12,857,-8,1156,-30,"DL","N315NB",2379,"LGA","FLL",153,1076,8,57
"9942",2013,1,12,857,-8,1043,-32,"MQ","N719MQ",4478,"LGA","DTW",85,502,8,57
"9943",2013,1,12,858,-7,1012,-11,"B6","N236JB",56,"JFK","BTV",49,266,8,58
"9944",2013,1,12,858,-2,1215,-12,"DL","N722TW",120,"JFK","LAX",327,2475,8,58
"9945",2013,1,12,859,-1,1035,-13,"UA","N410UA",317,"EWR","ORD",117,719,8,59
"9946",2013,1,12,859,-2,1146,-15,"UA","N843UA",486,"EWR","MTJ",258,1795,8,59
"9947",2013,1,12,900,30,1037,16,"9E","N833AY",4220,"JFK","RDU",72,427,9,0
"9948",2013,1,12,901,1,1452,-38,"HA","N383HA",51,"JFK","HNL",615,4983,9,1
"9949",2013,1,12,902,2,1145,-14,"B6","N187JB",59,"JFK","TPA",136,1005,9,2
"9950",2013,1,12,903,-2,1215,-20,"VX","N638VA",407,"JFK","LAX",348,2475,9,3
"9951",2013,1,12,905,0,1028,-1,"B6","N317JB",20,"JFK","ROC",52,264,9,5
"9952",2013,1,12,913,-7,1347,-61,"DL","N711ZX",675,"JFK","STT",181,1623,9,13
"9953",2013,1,12,915,-2,1403,-15,"UA","N27724",1519,"EWR","STT",200,1634,9,15
"9954",2013,1,12,916,-4,1237,-3,"AA","N4WJAA",1589,"EWR","DFW",226,1372,9,16
"9955",2013,1,12,916,18,1219,9,"UA","N497UA",714,"EWR","MIA",150,1085,9,16
"9956",2013,1,12,917,-3,1357,NA,"AA","N525AA",721,"LGA","DFW",NA,1389,9,17
"9957",2013,1,12,917,65,1052,62,"B6","N337JB",1051,"JFK","PIT",71,340,9,17
"9958",2013,1,12,918,-12,1044,-17,"9E","N8416B",3661,"JFK","ROC",51,264,9,18
"9959",2013,1,12,919,4,1208,-17,"B6","N587JB",25,"JFK","FLL",141,1069,9,19
"9960",2013,1,12,919,-1,1239,6,"UA","N74856",1594,"EWR","LAX",347,2454,9,19
"9961",2013,1,12,922,-3,1149,-11,"WN","N420WN",1146,"EWR","DEN",237,1605,9,22
"9962",2013,1,12,923,-6,1409,-18,"B6","N506JB",215,"EWR","SJU",192,1608,9,23
"9963",2013,1,12,924,-4,1039,-12,"B6","N597JB",4,"JFK","BUF",52,301,9,24
"9964",2013,1,12,924,-6,1210,-36,"B6","N523JB",375,"LGA","FLL",144,1076,9,24
"9965",2013,1,12,926,-3,1037,-7,"EV","N13913",4636,"EWR","DCA",42,199,9,26
"9966",2013,1,12,926,-3,1104,-14,"UA","N439UA",515,"EWR","CLE",67,404,9,26
"9967",2013,1,12,929,-1,1056,-13,"UA","N854UA",448,"LGA","ORD",125,733,9,29
"9968",2013,1,12,930,-5,1212,-19,"B6","N657JB",41,"JFK","MCO",131,944,9,30
"9969",2013,1,12,930,-5,1213,-22,"VX","N837VA",251,"JFK","LAS",318,2248,9,30
"9970",2013,1,12,935,-5,1223,-27,"AA","N3GFAA",1871,"LGA","MIA",145,1096,9,35
"9971",2013,1,12,937,-8,1109,-21,"AA","N595AA",319,"LGA","ORD",116,733,9,37
"9972",2013,1,12,937,42,1236,19,"B6","N203JB",1061,"JFK","AUS",219,1521,9,37
"9973",2013,1,12,938,17,1052,23,"B6","N505JB",1004,"JFK","BOS",43,187,9,38
"9974",2013,1,12,939,19,1118,-7,"MQ","N523MQ",4582,"LGA","CLT",76,544,9,39
"9975",2013,1,12,940,5,1235,-3,"B6","N760JB",361,"LGA","PBI",140,1035,9,40
"9976",2013,1,12,942,-3,1215,-32,"DL","N332NW",1885,"LGA","MCO",123,950,9,42
"9977",2013,1,12,945,-10,1108,9,"9E","N836AY",3667,"JFK","PHL",36,94,9,45
"9978",2013,1,12,946,-4,1052,-12,"B6","N266JB",600,"JFK","PWM",47,273,9,46
"9979",2013,1,12,948,-12,1218,-33,"UA","N15710",1177,"EWR","EGE",254,1726,9,48
"9980",2013,1,12,949,-10,1107,-22,"MQ","N0EGMQ",4670,"LGA","BNA",111,764,9,49
"9981",2013,1,12,950,-10,1225,-40,"B6","N652JB",503,"EWR","FLL",139,1065,9,50
"9982",2013,1,12,953,-7,1159,-10,"US","N749US",1277,"LGA","CLT",81,544,9,53
"9983",2013,1,12,955,-5,1106,-22,"EV","N12166",4090,"EWR","BNA",111,748,9,55
"9984",2013,1,12,955,-4,1328,-5,"US","N675AW",338,"JFK","PHX",306,2153,9,55
"9985",2013,1,12,958,-2,1234,-5,"DL","N680DA",1847,"LGA","ATL",103,762,9,58
"9986",2013,1,12,958,-2,1234,-36,"UA","N481UA",655,"EWR","FLL",139,1065,9,58
"9987",2013,1,12,1000,0,1122,-3,"EV","N909EV",5698,"LGA","IAD",44,229,10,0
"9988",2013,1,12,1001,-5,1112,-9,"EV","N827AS",5711,"JFK","IAD",46,228,10,1
"9989",2013,1,12,1006,-4,1322,-9,"DL","N911DL",2044,"LGA","MIA",148,1096,10,6
"9990",2013,1,12,1007,52,1152,51,"B6","N190JB",1103,"JFK","RDU",66,427,10,7
"9991",2013,1,12,1007,-8,1328,-12,"US","N678AW",75,"EWR","PHX",305,2133,10,7
"9992",2013,1,12,1009,10,1253,5,"B6","N562JB",197,"JFK","LAS",314,2248,10,9
"9993",2013,1,12,1010,-5,1120,-11,"EV","N18557",3852,"EWR","IAD",44,212,10,10
"9994",2013,1,12,1012,-3,1240,-11,"DL","N370NB",1705,"LGA","MSY",163,1183,10,12
"9995",2013,1,12,1012,-3,1206,-2,"US","N117UW",1036,"EWR","CLT",80,529,10,12
"9996",2013,1,12,1018,-3,1335,-7,"DL","N949DL",1903,"LGA","SRQ",146,1047,10,18
"9997",2013,1,12,1020,0,1358,28,"AA","N3GVAA",731,"LGA","DFW",237,1389,10,20
"9998",2013,1,12,1020,5,1320,-20,"UA","N14629",1257,"LGA","IAH",194,1416,10,20
"9999",2013,1,12,1022,-8,1308,-37,"AA","N329AA",415,"JFK","MIA",140,1089,10,22
"10000",2013,1,12,1024,-1,1122,-9,"B6","N568JB",1026,"JFK","BOS",40,187,10,24
"10001",2013,1,12,1027,-3,1344,-11,"AA","N352AA",179,"JFK","SFO",353,2586,10,27
"10002",2013,1,12,1027,-3,1341,1,"AA","N320AA",19,"JFK","LAX",343,2475,10,27
"10003",2013,1,12,1035,-4,1306,-24,"B6","N589JB",31,"JFK","MCO",127,944,10,35
"10004",2013,1,12,1039,-6,1341,-17,"DL","N975DL",1875,"LGA","TPA",139,1010,10,39
"10005",2013,1,12,1041,-2,1339,-1,"UA","N668UA",237,"EWR","IAH",206,1400,10,41
"10006",2013,1,12,1042,-8,1336,-29,"B6","N579JB",373,"LGA","FLL",138,1076,10,42
"10007",2013,1,12,1045,-10,1342,-18,"VX","N841VA",55,"JFK","PSP",338,2378,10,45
"10008",2013,1,12,1050,-5,1346,-30,"UA","N827UA",499,"EWR","SEA",328,2402,10,50
"10009",2013,1,12,1053,-8,1408,-25,"UA","N16234",1521,"EWR","SFO",352,2565,10,53
"10010",2013,1,12,1053,-6,1337,-36,"UA","N14231",1606,"EWR","RSW",147,1068,10,53
"10011",2013,1,12,1055,-5,1324,-14,"DL","N904DL",1647,"LGA","ATL",110,762,10,55
"10012",2013,1,12,1056,-4,1415,-10,"UA","N517UA",642,"JFK","SFO",356,2586,10,56
"10013",2013,1,12,1057,-2,1200,-7,"EV","N16151",4456,"EWR","BOS",43,200,10,57
"10014",2013,1,12,1058,-2,1201,-14,"MQ","N528MQ",3792,"JFK","DCA",45,213,10,58
"10015",2013,1,12,1058,28,1235,20,"MQ","N856MQ",4471,"LGA","RDU",65,431,10,58
"10016",2013,1,12,1100,0,1211,-4,"US","N947UW",2171,"LGA","DCA",44,214,11,0
"10017",2013,1,12,1112,-2,1259,-15,"DL","N371NB",1031,"LGA","DTW",80,502,11,12
"10018",2013,1,12,1114,-15,1337,-42,"B6","N595JB",523,"EWR","MCO",128,937,11,14
"10019",2013,1,12,1117,-8,1251,-14,"AA","N3CYAA",327,"LGA","ORD",122,733,11,17
"10020",2013,1,12,1118,2,1350,3,"UA","N24212",1403,"LGA","DEN",244,1620,11,18
"10021",2013,1,12,1123,-6,1421,-17,"B6","N324JB",133,"JFK","RSW",161,1074,11,23
"10022",2013,1,12,1124,-6,1403,-27,"DL","N996DL",695,"JFK","MCO",128,944,11,24
"10023",2013,1,12,1125,0,1423,-16,"B6","N794JB",673,"JFK","LAX",339,2475,11,25
"10024",2013,1,12,1125,-5,1401,-21,"UA","N12116",1690,"EWR","MCO",131,937,11,25
"10025",2013,1,12,1125,-5,1423,-22,"UA","N525UA",362,"JFK","LAX",334,2475,11,25
"10026",2013,1,12,1125,2,1344,-5,"UA","N830UA",664,"EWR","DEN",239,1605,11,25
"10027",2013,1,12,1127,-2,1254,-11,"EV","N16170",4131,"EWR","RDU",65,416,11,27
"10028",2013,1,12,1127,-3,1258,-22,"WN","N623SW",1141,"EWR","STL",136,872,11,27
"10029",2013,1,12,1128,-2,1320,-14,"US","N192UW",1625,"LGA","CLT",80,544,11,28
"10030",2013,1,12,1130,-4,1328,-17,"DL","N357NB",2219,"LGA","MSP",152,1020,11,30
"10031",2013,1,12,1135,20,1438,13,"AA","N3GRAA",2099,"LGA","MIA",152,1096,11,35
"10032",2013,1,12,1136,-9,1312,-23,"MQ","N522MQ",4594,"LGA","CLE",66,419,11,36
"10033",2013,1,12,1136,-3,1408,-29,"UA","N17245",1707,"EWR","TPA",136,997,11,36
"10034",2013,1,12,1137,-8,1307,-14,"FL","N953AT",353,"LGA","CAK",63,397,11,37
"10035",2013,1,12,1137,27,1238,17,"B6","N249JB",24,"JFK","BTV",48,266,11,37
"10036",2013,1,12,1137,-8,1443,-25,"DL","N917DL",2115,"LGA","MIA",149,1096,11,37
"10037",2013,1,12,1137,-3,1307,2,"WN","N751SW",1516,"LGA","MDW",118,725,11,37
"10038",2013,1,12,1142,-10,1300,-7,"EV","N11150",4147,"EWR","ORF",52,284,11,42
